"","ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","description","external_gene_name","transcript_length"
"1","ENSG00000000003",647.403737915384,0.490669117394507,0.1418302506671,3.45955192976562,0.000541074932988013,0.00125707244352569,"tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858]","TSPAN6",3796
"2","ENSG00000000419",3024.46651176312,0.0962147285408037,0.0740927541605976,1.29857136005845,0.194091072011678,0.258758938558049,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]","DPM1",3004
"3","ENSG00000000457",515.063998056896,0.903273875338705,0.103498120345166,8.72744231804684,2.60496641441217e-18,2.33768894933257e-17,"SCY1 like pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:19285]","SCYL3",6308
"4","ENSG00000000460",782.358341197854,0.16563411226678,0.0814375370784686,2.03387919390519,0.0419637772183918,0.0672929251414702,"FIGNL1 interacting regulator of recombination and mitosis [Source:HGNC Symbol;Acc:HGNC:25565]","FIRRM",4355
"5","ENSG00000001036",1468.08120248331,-0.123581560477597,0.0745898108511153,-1.65681557665123,0.0975567667964369,0.141993319187355,"alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008]","FUCA2",2385
"6","ENSG00000001084",1039.75148430324,-0.338082538334948,0.116741302863399,-2.89599764644177,0.00377955234665058,0.00752937787709155,"glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311]","GCLC",3785
"7","ENSG00000001167",757.986318970257,-0.317376117072726,0.18742240779665,-1.69337338477197,0.0903844176580528,0.132737073429664,"nuclear transcription factor Y subunit alpha [Source:HGNC Symbol;Acc:HGNC:7804]","NFYA",6209
"8","ENSG00000001460",231.123769910788,0.355284725407302,0.142380272627641,2.49532269359013,0.0125842629356838,0.0226418218751481,"sperm tail PG-rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28070]","STPG1",6016
"9","ENSG00000001461",2730.06181658525,0.312608300679333,0.0747930586243072,4.17964322397343,2.91966790788786e-05,8.22050780508081e-05,"NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233]","NIPAL3",7757
"10","ENSG00000001497",1394.66923486039,-0.443247986098243,0.0742661979943825,-5.96836781831447,2.39638666947552e-09,1.05804179846534e-08,"LAS1 like ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:25726]","LAS1L",7570
"11","ENSG00000001561",439.692646558452,2.54413586410447,0.150578202175385,16.8957779236944,4.83297463487821e-64,1.83994012863416e-62,"ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359]","ENPP4",4644
"12","ENSG00000001617",1116.03717672653,-0.149269744241245,0.0820638567631409,-1.81894624660499,0.068919631306337,0.104286947591191,"semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]","SEMA3F",3607
"13","ENSG00000001629",1787.29440280107,-0.496670340744945,0.18026482909968,-2.75522598182646,0.00586516102475214,0.0112782724254706,"ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215]","ANKIB1",6340
"14","ENSG00000001630",2711.2331088515,0.0935968353063397,0.0654037526649713,1.43106215610879,0.152412402058189,0.209850268686951,"cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649]","CYP51A1",3155
"15","ENSG00000001631",834.605492650508,-0.606610442781664,0.11446251603473,-5.29964274590652,1.16029490951076e-07,4.2986328722203e-07,"KRIT1 ankyrin repeat containing [Source:HGNC Symbol;Acc:HGNC:1573]","KRIT1",6688
"16","ENSG00000002016",224.328822444327,-0.301497882888012,0.207942783227569,-1.44990789393281,0.14708420573673,0.203620979074017,"RAD52 homolog, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:9824]","RAD52",3023
"17","ENSG00000002330",1219.9249947655,0.461490052382133,0.11066333010066,4.17021656552681,3.04310316838745e-05,8.54478584227525e-05,"BCL2 associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936]","BAD",1157
"18","ENSG00000002549",2867.73667875606,1.33954028891492,0.0762904854137496,17.5584187418671,5.12840373628356e-69,2.18723775845413e-67,"leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]","LAP3",2209
"19","ENSG00000002587",48.8583928450499,4.81484581512904,1.36751978333717,3.52086008099958,0.000430149526631891,0.00101513325252489,"heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]","HS3ST1",7160
"20","ENSG00000002822",1002.15428910979,0.120832125767961,0.151189063052201,0.799212081407249,0.424167447746992,0.502802501813555,"mitotic arrest deficient 1 like 1 [Source:HGNC Symbol;Acc:HGNC:6762]","MAD1L1",2991
"21","ENSG00000002834",8406.03285156052,0.503483873616292,0.0507789263119853,9.91521306541401,3.57492880183462e-23,4.16214271665755e-22,"LIM and SH3 protein 1 [Source:HGNC Symbol;Acc:HGNC:6513]","LASP1",4023
"22","ENSG00000002919",702.124572556972,0.179010560650851,0.113040014981437,1.58360347599253,0.113283982426154,0.162071182235274,"sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975]","SNX11",2992
"23","ENSG00000003056",2820.72827286478,0.604329717447862,0.0687011811546286,8.79649676018921,1.4115364104042e-18,1.2890786158592e-17,"mannose-6-phosphate receptor, cation dependent [Source:HGNC Symbol;Acc:HGNC:6752]","M6PR",2450
"24","ENSG00000003096",183.996710618622,0.608431308190793,0.171119167723022,3.5555999733216,0.000377117507394651,0.000898522822859476,"kelch like family member 13 [Source:HGNC Symbol;Acc:HGNC:22931]","KLHL13",5331
"25","ENSG00000003137",49.9677299669637,-3.91130264974863,0.453772739928633,-8.6195187713651,6.72360789091267e-18,5.89729311195174e-17,"cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581]","CYP26B1",4556
"26","ENSG00000003147",1056.3043714476,0.278463981721956,0.0919998462299475,3.02678746903505,0.00247167674716226,0.00512633357437011,"islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]","ICA1",2440
"27","ENSG00000003249",1114.43030605755,-0.433593417807594,0.134523244950845,-3.22318583651494,0.00126773277488527,0.00275741876430092,"dysbindin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28455]","DBNDD1",2889
"28","ENSG00000003393",801.967361391551,-0.0220600780152402,0.0915131180682,-0.241059188900109,0.809509242682936,0.850976733758361,"alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443]","ALS2",9251
"29","ENSG00000003402",1338.52656051322,0.398930162322145,0.102015214935093,3.91049670949539,9.21065150973761e-05,0.000241779602130612,"CASP8 and FADD like apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1876]","CFLAR",14612
"30","ENSG00000003509",594.621069713485,-0.511558971561419,0.134140876665401,-3.81359496283482,0.000136959864460789,0.000349180131023592,"NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816]","NDUFAF7",2974
"31","ENSG00000003756",1372.48855235351,-0.179346528152721,0.110027495857839,-1.63001554070126,0.103098212499826,0.148837026327247,"RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]","RBM5",5616
"32","ENSG00000004059",1866.30380872558,-0.407218337453763,0.0821650684792826,-4.95610050585476,7.1922022222174e-07,2.43487238897818e-06,"ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658]","ARF5",1509
"33","ENSG00000004139",90.1139753795368,0.652730235220159,0.338968153463693,1.92563882049195,0.0541494878871296,0.0843329519597396,"sterile alpha and TIR motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17074]","SARM1",10277
"34","ENSG00000004142",4756.37798112661,-0.68079171497594,0.0553670620461124,-12.2959696580784,9.52073688420609e-35,1.76098160163758e-33,"DNA polymerase delta interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23781]","POLDIP2",2670
"35","ENSG00000004399",2335.83468747094,0.18027132378445,0.102978396927982,1.75057418994902,0.0800192843567738,0.11902197245349,"plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]","PLXND1",6913
"36","ENSG00000004455",4168.9119895651,-0.0273083518480317,0.0824043531035848,-0.331394529773254,0.740346496294977,0.793277300879638,"adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]","AK2",7687
"37","ENSG00000004478",17656.4789547353,-1.69185620271732,0.0628179997786088,-26.9326659346044,9.1053537688688e-160,1.34531601935036e-157,"FKBP prolyl isomerase 4 [Source:HGNC Symbol;Acc:HGNC:3720]","FKBP4",3715
"38","ENSG00000004487",3218.87859545116,-0.579433496699259,0.0755957761416278,-7.66489248835407,1.78981063786259e-14,1.23338921857372e-13,"lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]","KDM1A",5786
"39","ENSG00000004534",1752.04168026575,-0.367470838623211,0.0741970257320056,-4.952635702009,7.3214964240694e-07,2.47796815159873e-06,"RNA binding motif protein 6 [Source:HGNC Symbol;Acc:HGNC:9903]","RBM6",4324
"40","ENSG00000004660",429.700388383998,0.181801856331262,0.127996431596171,1.42036659978809,0.155500981271884,0.213416198005679,"calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469]","CAMKK1",3898
"41","ENSG00000004700",1892.84462726665,0.14239166651855,0.0647370264915139,2.19953980334909,0.0278395621373185,0.0466647509036876,"RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948]","RECQL",3745
"42","ENSG00000004766",514.744985658839,-0.420016305790474,0.138573660730683,-3.03099668130132,0.00243747926982548,0.00506132762553188,"VPS50 subunit of EARP/GARPII complex [Source:HGNC Symbol;Acc:HGNC:25956]","VPS50",5736
